Country_of_Operator,Operator_Owner,Users,Purpose,Class_of_Orbit,Type_of_Orbit,Perigee_km,Apogee_km,Eccentricity,Period_minutes,Launch_Mass_kg,Dry_Mass_kg,Power_watts,Date_of_Launch,Anticipated_Lifetime,Contractor,Country_of_Contractor,Launch_Site,Launch_Vehicle,Source_Used_for_Orbital_Data,longitude_radians_of_geo,Inclination_radians
11.0,46.0,10.0,12.0,2.0,6.0,785.0,804.0,0.00133,98.5,100.8,nan,nan,39757.0,nan,47.0,5.0,5.0,59.0,36.0,nan,1.7191493130000002
11.0,46.0,10.0,12.0,2.0,6.0,784.0,804.0,0.0014,100.7,100.0,nan,nan,40867.0,nan,47.0,5.0,5.0,59.0,36.0,nan,1.7191493130000002
11.0,46.0,10.0,44.0,2.0,6.0,564.0,611.0,0.0033799999999999998,96.43,200.0,nan,nan,41474.0,nan,47.0,5.0,18.0,58.0,31.0,nan,1.705186679
9.0,50.0,5.0,4.0,1.0,nan,35782.0,35788.0,7e-05,1436.05,5585.0,nan,nan,39792.0,15.0,250.0,9.0,0.0,98.0,6.0,-2.251474735,0.000872665
65.0,322.0,0.0,41.0,2.0,6.0,484.0,791.0,0.02191,97.4,3.15,nan,nan,41165.0,nan,221.0,47.0,21.0,19.0,31.0,nan,1.127482697
65.0,322.0,0.0,41.0,2.0,6.0,594.0,731.0,0.00974,98.0,3.0,nan,nan,41599.0,nan,221.0,47.0,2.0,39.0,31.0,nan,1.7069320080000001
65.0,322.0,0.0,41.0,2.0,6.0,594.0,747.0,0.01087,98.0,3.0,nan,nan,41599.0,nan,221.0,47.0,2.0,39.0,31.0,nan,1.7069320080000001
65.0,190.0,11.0,16.0,2.0,6.0,702.0,703.0,7e-05,98.8,848.0,nan,570.0,38835.0,2.0,163.0,47.0,21.0,29.0,36.0,nan,1.713913325
11.0,49.0,15.0,28.0,1.0,nan,35768.0,35803.0,0.00042,1436.05,2200.0,nan,nan,40194.0,nan,226.0,5.0,23.0,65.0,28.0,2.522000769,0.031066861
11.0,49.0,15.0,28.0,1.0,nan,35708.0,35864.0,0.00185,1436.08,2300.0,nan,nan,40878.0,8.0,226.0,5.0,23.0,63.0,8.0,1.818807614,0.962723615
11.0,49.0,15.0,28.0,1.0,nan,35776.0,35799.0,0.00027,1436.15,2300.0,nan,nan,40963.0,8.0,226.0,5.0,23.0,63.0,31.0,1.029744259,0.032637657
11.0,49.0,15.0,28.0,1.0,nan,35774.0,35797.0,0.00027,1436.05,2200.0,nan,nan,40331.0,nan,226.0,5.0,23.0,62.0,30.0,1.478293876,0.031939525
11.0,49.0,15.0,28.0,1.0,nan,35764.0,35809.0,0.00053,1436.1,6000.0,nan,nan,40482.0,nan,226.0,5.0,23.0,65.0,24.0,2.7925268030000003,0.024958208
11.0,49.0,15.0,28.0,1.0,nan,35670.0,35893.0,0.00265,1435.82,2200.0,nan,nan,40390.0,8.0,226.0,5.0,23.0,63.0,24.0,2.0594885169999997,0.961501885
11.0,49.0,15.0,28.0,1.0,nan,35775.0,35799.0,0.00028,1436.11,3800.0,2300.0,nan,41207.0,8.0,226.0,5.0,23.0,65.0,24.0,1.396263402,0.032114058
11.0,49.0,15.0,28.0,1.0,nan,35717.0,35817.0,0.00119,1436.12,2200.0,nan,nan,40529.0,8.0,226.0,5.0,23.0,63.0,24.0,2.0594885169999997,0.9639453459999999
11.0,49.0,15.0,28.0,1.0,nan,35693.0,37872.0,0.02525,1435.93,2300.0,nan,nan,40642.0,nan,226.0,5.0,23.0,63.0,12.0,2.0594885169999997,1.682497399
11.0,49.0,15.0,28.0,1.0,nan,35708.0,35879.0,0.00203,1435.1,2300.0,nan,nan,40750.0,8.0,226.0,5.0,23.0,63.0,24.0,nan,0.963421747
11.0,49.0,15.0,28.0,3.0,nan,21519.0,21545.0,0.00047000000000000004,773.39,2200.0,nan,nan,39186.0,8.0,226.0,5.0,23.0,63.0,nan,nan,0.964468945
11.0,49.0,15.0,28.0,3.0,nan,21460.0,21595.0,0.00242,773.19,2200.0,nan,nan,41027.0,8.0,226.0,5.0,23.0,64.0,31.0,nan,0.962723615
11.0,49.0,15.0,28.0,3.0,nan,21452.0,21603.0,0.00271,773.21,2200.0,nan,nan,41027.0,8.0,226.0,5.0,23.0,64.0,31.0,nan,0.9616764179999999
11.0,49.0,15.0,28.0,3.0,nan,21462.0,21591.0,0.00231,773.1,3800.0,nan,nan,41170.0,8.0,226.0,5.0,23.0,64.0,24.0,nan,0.959931089
11.0,49.0,15.0,28.0,3.0,nan,21477.0,21574.0,0.0017399999999999998,773.1,3800.0,nan,nan,41170.0,8.0,226.0,5.0,23.0,64.0,24.0,nan,0.959931089
54.0,154.0,10.0,13.0,1.0,nan,35783.0,35791.0,9e-05,1436.1,2460.0,nan,nan,40355.0,nan,71.0,38.0,3.0,8.0,24.0,2.234021443,0.000174533
23.0,12.0,15.0,4.0,1.0,nan,35773.0,35799.0,0.00031,1436.1,2440.0,nan,3500.0,40087.0,15.0,250.0,10.0,3.0,7.0,7.0,1.099557429,0.000872665
23.0,12.0,15.0,4.0,1.0,nan,35780.0,35794.0,0.00016999999999999999,1436.11,2440.0,nan,3500.0,40319.0,15.0,250.0,10.0,3.0,7.0,24.0,0.230383461,0.0013962629999999998
65.0,315.0,15.0,18.0,2.0,6.0,820.0,841.0,0.00146,101.5,817.0,395.0,1174.0,37627.0,3.0,230.0,47.0,21.0,125.0,36.0,nan,1.7243853009999999
59.0,220.0,11.0,31.0,2.0,6.0,764.0,836.0,0.00502,100.9,70.0,nan,46.0,38822.0,2.0,200.0,47.0,21.0,73.0,36.0,nan,1.256637061
59.0,220.0,11.0,31.0,2.0,6.0,769.0,831.0,0.00432,100.9,70.0,nan,46.0,38822.0,2.0,200.0,47.0,21.0,73.0,36.0,nan,1.256637061
59.0,220.0,11.0,31.0,2.0,6.0,669.0,746.0,0.0054399999999999995,98.9,70.0,nan,46.0,38822.0,2.0,200.0,47.0,21.0,73.0,36.0,nan,1.256637061
59.0,220.0,11.0,31.0,2.0,6.0,751.0,849.0,0.00683,100.9,70.0,nan,46.0,38822.0,2.0,200.0,47.0,21.0,73.0,36.0,nan,1.256637061
59.0,220.0,11.0,31.0,2.0,6.0,772.0,828.0,0.00391,100.9,70.0,nan,46.0,38822.0,2.0,200.0,47.0,21.0,73.0,36.0,nan,1.256637061
34.0,143.0,3.0,33.0,2.0,6.0,622.0,623.0,7e-05,97.2,1700.0,nan,3600.0,39241.0,5.0,250.0,10.0,21.0,35.0,36.0,nan,1.7086773380000002
34.0,143.0,17.0,12.0,2.0,6.0,622.0,623.0,7e-05,97.2,1700.0,nan,nan,39425.0,5.0,252.0,22.0,21.0,29.0,36.0,nan,1.7086773380000002
34.0,143.0,17.0,12.0,2.0,6.0,622.0,623.0,7e-05,97.2,1700.0,nan,nan,39746.0,5.0,252.0,22.0,21.0,37.0,36.0,nan,1.7086773380000002
34.0,143.0,17.0,12.0,2.0,6.0,622.0,623.0,7e-05,97.2,1700.0,nan,nan,40488.0,5.0,252.0,22.0,21.0,29.0,36.0,nan,1.7086773380000002
13.0,80.0,10.0,12.0,2.0,nan,713.0,724.0,0.00078,99.2,720.0,nan,nan,40276.0,3.0,70.0,13.0,0.0,39.0,36.0,nan,1.605702912
1.0,11.0,0.0,44.0,2.0,6.0,630.0,653.0,0.00164,97.55,2.0,nan,nan,41390.0,nan,19.0,0.0,5.0,25.0,24.0,nan,1.711295332
1.0,11.0,0.0,44.0,2.0,6.0,594.0,715.0,0.00861,97.8,2.0,nan,nan,41599.0,nan,19.0,0.0,2.0,39.0,31.0,nan,1.7069320080000001
35.0,58.0,0.0,44.0,2.0,6.0,815.0,830.0,0.0010400000000000001,101.3,nan,1.0,nan,37802.0,nan,64.0,24.0,12.0,39.0,36.0,nan,1.7226399719999999
35.0,58.0,0.0,44.0,2.0,6.0,678.0,703.0,0.0017699999999999999,98.6,1.0,1.0,nan,38652.0,nan,64.0,24.0,12.0,53.0,36.0,nan,1.7086773380000002
65.0,51.0,0.0,44.0,2.0,nan,443.0,886.0,0.03149,98.0,1.0,nan,nan,41614.0,nan,59.0,47.0,21.0,19.0,33.0,nan,2.09963109
65.0,281.0,0.0,44.0,2.0,nan,326.0,1465.0,0.07837999999999999,102.89,nan,nan,2.2,41546.0,0.5,222.0,47.0,21.0,44.0,24.0,nan,1.4135421609999999
35.0,302.0,0.0,44.0,2.0,6.0,814.0,829.0,0.0010400000000000001,101.3,nan,1.0,nan,37802.0,1.0,253.0,24.0,12.0,39.0,36.0,nan,1.7226399719999999
35.0,302.0,0.0,44.0,2.0,6.0,609.0,628.0,0.0013599999999999999,97.1,nan,nan,nan,39566.0,1.0,253.0,24.0,16.0,90.0,36.0,nan,1.7069320080000001
65.0,323.0,2.0,44.0,2.0,nan,326.0,1475.0,0.07902,103.0,50.0,38.0,nan,41546.0,1.5,262.0,47.0,21.0,44.0,24.0,nan,1.413716694
55.0,57.0,10.0,12.0,2.0,6.0,661.0,662.0,7e-05,98.0,90.0,nan,nan,40023.0,5.0,232.0,52.0,0.0,39.0,36.0,nan,1.7104226669999998
43.0,296.0,0.0,44.0,2.0,6.0,598.0,616.0,0.0012900000000000001,96.8,6.5,nan,nan,39566.0,nan,247.0,30.0,16.0,90.0,36.0,nan,1.7069320080000001
43.0,296.0,0.0,44.0,2.0,6.0,594.0,780.0,0.01318,98.5,4.5,nan,nan,41599.0,nan,247.0,30.0,2.0,39.0,31.0,nan,1.705186679
65.0,63.0,5.0,4.0,1.0,nan,35785.0,35788.0,4e-05,1436.1,5900.0,3700.0,18000.0,39270.0,15.0,35.0,47.0,0.0,98.0,6.0,-1.793151273,0.000698132
65.0,63.0,5.0,4.0,1.0,nan,35786.0,35786.0,0.0,1436.1,5900.0,nan,nan,39526.0,nan,30.0,47.0,15.0,138.0,6.0,-1.7315411509999998,0.000523599
65.0,63.0,5.0,4.0,1.0,nan,35785.0,35786.0,1e-05,1436.04,5900.0,nan,8700.0,40176.0,15.0,34.0,47.0,0.0,24.0,24.0,-1.7941984709999999,0.001570796
48.0,254.0,5.0,4.0,1.0,nan,35778.0,35795.0,0.0002,1436.1,3420.0,2304.0,8700.0,36443.0,15.0,86.0,47.0,15.0,138.0,6.0,0.975639052,0.000523599
65.0,63.0,5.0,4.0,1.0,nan,35780.0,35792.0,0.00014,1436.09,4300.0,2100.0,8100.0,37222.0,15.0,86.0,47.0,3.0,5.0,6.0,-1.7654005380000002,0.000872665
65.0,63.0,5.0,4.0,1.0,nan,35773.0,35799.0,0.00031,1436.08,4300.0,3640.0,nan,37383.0,15.0,223.0,47.0,0.0,97.0,6.0,-1.9207348419999999,0.00122173
65.0,63.0,5.0,4.0,1.0,nan,35774.0,35797.0,0.00027,1436.1,5483.0,3500.0,13000.0,38111.0,15.0,223.0,47.0,14.0,138.0,6.0,-2.077639942,0.000174533
65.0,63.0,5.0,4.0,1.0,nan,35777.0,35796.0,0.00022999999999999998,1436.1,3800.0,nan,8200.0,38494.0,12.0,223.0,47.0,0.0,99.0,6.0,-1.759466419,0.000349066
65.0,63.0,5.0,4.0,1.0,nan,35774.0,35798.0,0.00028,1436.1,5500.0,2364.0,13900.0,39003.0,15.0,223.0,47.0,3.0,8.0,6.0,-1.764178808,0.000523599
23.0,61.0,10.0,16.0,2.0,6.0,712.0,732.0,0.00141,99.2,45.0,nan,120.0,36306.0,1.0,101.0,15.0,13.0,84.0,36.0,nan,1.720894642
65.0,65.0,15.0,17.0,2.0,6.0,845.0,855.0,0.0006900000000000001,101.93,1134.0,823.0,900.0,34782.0,5.0,77.0,47.0,21.0,22.0,22.0,nan,1.7243853009999999
65.0,65.0,15.0,17.0,2.0,6.0,842.0,855.0,0.0009,101.9,1134.0,823.0,900.0,35524.0,5.0,137.0,47.0,21.0,125.0,22.0,nan,1.72613063
65.0,65.0,15.0,17.0,2.0,6.0,837.0,851.0,0.0009699999999999999,101.8,1152.0,823.0,900.0,36506.0,5.0,137.0,47.0,21.0,125.0,22.0,nan,1.72613063
65.0,65.0,15.0,17.0,2.0,6.0,843.0,852.0,0.00062,101.87,1154.0,825.0,900.0,37912.0,5.0,137.0,47.0,21.0,125.0,22.0,nan,1.72613063
65.0,65.0,15.0,17.0,2.0,6.0,842.0,855.0,0.0009,101.89,1154.0,825.0,900.0,39025.0,5.0,137.0,47.0,21.0,33.0,24.0,nan,1.724210768
65.0,65.0,15.0,17.0,2.0,6.0,842.0,859.0,0.00118,101.94,1155.0,825.0,900.0,40104.0,5.0,137.0,47.0,21.0,19.0,24.0,nan,1.726654229
65.0,241.0,5.0,44.0,2.0,6.0,559.0,582.0,0.0016600000000000002,96.08,5.8,nan,nan,41383.0,0.5,203.0,47.0,0.0,105.0,24.0,nan,1.132369619
65.0,241.0,5.0,44.0,2.0,6.0,594.0,815.0,0.015619999999999997,98.8,6.0,nan,nan,41599.0,nan,203.0,47.0,2.0,39.0,31.0,nan,1.705186679
65.0,241.0,5.0,44.0,2.0,6.0,594.0,815.0,0.015619999999999997,98.8,6.0,nan,nan,41599.0,nan,203.0,47.0,2.0,39.0,31.0,nan,1.705186679
35.0,217.0,10.0,44.0,1.0,nan,35775.0,35799.0,0.00028,1436.12,2650.0,1500.0,2100.0,37509.0,7.0,155.0,24.0,19.0,48.0,6.0,1.5842353619999998,0.000349066
65.0,312.0,15.0,4.0,1.0,nan,35771.0,35802.0,0.00037,1436.12,1156.0,884.0,1240.0,37691.0,10.0,137.0,47.0,1.0,15.0,6.0,1.047372084,0.000523599
65.0,312.0,15.0,4.0,1.0,nan,35760.0,35814.0,0.00064,1436.1,1156.0,884.0,1240.0,37862.0,10.0,137.0,47.0,1.0,33.0,6.0,-0.91647239,0.000872665
65.0,312.0,15.0,4.0,1.0,nan,35757.0,35817.0,0.0007099999999999999,1436.1,1156.0,884.0,1240.0,35727.0,10.0,137.0,47.0,1.0,33.0,6.0,-2.269800692,0.044331363
65.0,312.0,15.0,4.0,1.0,nan,35706.0,35868.0,0.0019199999999999998,1436.13,1156.0,884.0,1240.0,36526.0,10.0,137.0,47.0,1.0,15.0,6.0,-2.358114352,0.000174533
65.0,312.0,15.0,4.0,1.0,nan,35774.0,35799.0,0.0003,1436.12,1156.0,884.0,1240.0,36819.0,10.0,137.0,47.0,1.0,15.0,6.0,-0.21205750399999998,0.000698132
65.0,312.0,15.0,4.0,1.0,nan,35718.0,35855.0,0.00162,1436.1,1156.0,884.0,1240.0,33787.0,10.0,137.0,47.0,1.0,13.0,6.0,-0.21101030699999998,0.000872665
65.0,312.0,15.0,4.0,1.0,nan,35756.0,35817.0,0.00072,1436.11,1156.0,884.0,1240.0,34301.0,10.0,137.0,47.0,1.0,13.0,6.0,0.9908234159999999,0.080110613
65.0,312.0,15.0,4.0,1.0,nan,35784.0,35784.0,0.0,1436.1,1156.0,884.0,1240.0,34911.0,10.0,137.0,47.0,1.0,15.0,3.0,-0.914552528,0.0
65.0,5.0,15.0,11.0,1.0,nan,35780.0,35800.0,0.00023999999999999998,1436.27,2380.0,nan,1485.0,35484.0,5.0,244.0,47.0,1.0,130.0,22.0,nan,0.0017453289999999999
65.0,5.0,15.0,11.0,1.0,nan,35897.0,35909.0,0.00014,142.08,2380.0,nan,1485.0,36664.0,0.5,244.0,47.0,1.0,130.0,6.0,-0.632681854,0.071209433
65.0,5.0,15.0,11.0,1.0,nan,35765.0,35810.0,0.00053,1436.14,2380.0,nan,1485.0,37109.0,0.5,244.0,47.0,1.0,127.0,6.0,1.212654764,0.064228116
65.0,5.0,15.0,11.0,1.0,nan,35741.0,35832.0,0.00108,1436.12,2380.0,nan,1485.0,38031.0,0.5,191.0,47.0,1.0,127.0,6.0,1.812349895,0.024609142
63.0,76.0,10.0,12.0,2.0,6.0,662.0,680.0,0.00128,98.2,200.0,nan,360.0,40023.0,5.0,213.0,38.0,0.0,39.0,36.0,nan,1.7104226669999998
63.0,76.0,10.0,12.0,2.0,6.0,585.0,603.0,0.0012900000000000001,96.56,300.0,nan,360.0,41599.0,5.0,213.0,38.0,2.0,39.0,24.0,nan,1.7069320080000001
65.0,180.0,0.0,44.0,2.0,6.0,596.0,639.0,0.0030800000000000003,97.0,2.0,nan,nan,41599.0,nan,160.0,47.0,2.0,39.0,31.0,nan,1.7069320080000001
40.0,243.0,5.0,4.0,1.0,nan,35776.0,35795.0,0.00022999999999999998,1436.07,3287.0,2000.0,7000.0,35061.0,12.0,132.0,47.0,23.0,60.0,6.0,1.346521518,0.000174533
65.0,72.0,5.0,4.0,1.0,nan,35780.0,35792.0,0.00014,1436.0,4333.0,nan,10000.0,38763.0,15.0,134.0,47.0,14.0,138.0,6.0,-1.9210839080000002,0.001047198
65.0,72.0,5.0,4.0,1.0,nan,35778.0,35793.0,0.00018,1436.1,5500.0,nan,20000.0,39645.0,15.0,223.0,47.0,14.0,138.0,6.0,-1.919338578,0.000523599
65.0,72.0,5.0,4.0,1.0,nan,35782.0,35791.0,0.00011,1436.11,4328.0,nan,nan,37819.0,18.0,134.0,47.0,1.0,19.0,6.0,-1.075646418,0.001047198
65.0,72.0,5.0,4.0,1.0,nan,35785.0,35789.0,5e-05,1436.11,6384.0,3223.0,20000.0,40257.0,15.0,223.0,47.0,0.0,98.0,24.0,-2.07694181,0.000872665
65.0,72.0,5.0,4.0,1.0,nan,35789.0,35803.0,0.00016999999999999999,1436.57,5521.0,nan,20000.0,40369.0,15.0,223.0,47.0,0.0,98.0,24.0,-1.07337749,0.00122173
65.0,72.0,5.0,4.0,1.0,nan,35776.0,35796.0,0.00023999999999999998,1436.06,6658.0,3228.0,nan,41233.0,15.0,223.0,47.0,0.0,98.0,24.0,-1.07337749,0.000872665
65.0,72.0,5.0,4.0,1.0,nan,35781.0,35794.0,0.00015,1436.13,6100.0,nan,16100.0,41095.0,15.0,223.0,47.0,3.0,8.0,31.0,-1.869247629,0.000174533
65.0,72.0,5.0,4.0,1.0,nan,35783.0,35790.0,8e-05,1436.11,3674.0,1700.0,10000.0,35708.0,12.0,137.0,47.0,1.0,14.0,6.0,-1.072679358,0.000349066
65.0,72.0,5.0,4.0,1.0,nan,35775.0,35798.0,0.00027,1436.12,3700.0,1493.0,11000.0,36721.0,12.0,137.0,47.0,1.0,14.0,6.0,-1.269028899,0.00122173
65.0,72.0,5.0,4.0,1.0,nan,35782.0,35789.0,8e-05,1436.07,4027.0,2200.0,13000.0,37308.0,12.0,223.0,47.0,1.0,18.0,6.0,-2.074323816,0.000174533
65.0,72.0,5.0,4.0,1.0,nan,35783.0,35789.0,7e-05,1436.1,4660.0,nan,10000.0,37489.0,12.0,223.0,47.0,0.0,95.0,6.0,-1.343379925,0.000174533
65.0,73.0,5.0,4.0,1.0,nan,35775.0,35797.0,0.00026000000000000003,1436.08,4000.0,2500.0,nan,37841.0,13.0,223.0,47.0,14.0,138.0,6.0,-2.112197461,0.000174533
65.0,64.0,5.0,4.0,1.0,nan,35773.0,35799.0,0.00031,1436.1,6600.0,nan,16000.0,39552.0,15.0,223.0,47.0,1.0,19.0,6.0,-1.6217599409999999,0.100007366
34.0,269.0,0.0,44.0,2.0,6.0,639.0,694.0,0.00391,98.1,10.0,nan,nan,40772.0,nan,3.0,22.0,2.0,40.0,36.0,nan,1.713913325
48.0,250.0,10.0,24.0,1.0,nan,35323.0,35750.0,0.00509,1423.35,1766.0,nan,nan,40563.0,10.0,128.0,33.0,0.0,133.0,24.0,1.326450232,0.008028515
18.0,54.0,15.0,19.0,2.0,4.0,675.0,692.0,0.00121,98.43,120.0,nan,nan,40894.0,nan,22.0,9.0,3.0,108.0,0.0,nan,1.714087858
18.0,54.0,15.0,19.0,2.0,4.0,677.0,692.0,0.00106,98.46,120.0,nan,nan,40894.0,nan,22.0,9.0,3.0,108.0,0.0,nan,1.714087858
18.0,54.0,15.0,19.0,2.0,4.0,675.0,692.0,0.00121,98.43,120.0,nan,nan,40894.0,nan,22.0,9.0,3.0,108.0,0.0,nan,1.714087858
18.0,54.0,15.0,19.0,2.0,4.0,677.0,692.0,0.00106,98.45,120.0,nan,nan,40894.0,nan,22.0,9.0,3.0,108.0,0.0,nan,1.714087858
65.0,183.0,10.0,14.0,2.0,6.0,678.0,690.0,0.00085,98.4,572.0,nan,600.0,36851.0,5.0,237.0,47.0,21.0,29.0,36.0,nan,1.712167996
69.0,70.0,10.0,16.0,2.0,6.0,702.0,703.0,7e-05,98.8,4854.0,nan,2530.0,36512.0,6.0,242.0,47.0,21.0,14.0,36.0,nan,1.713913325
65.0,102.0,10.0,31.0,2.0,6.0,702.0,703.0,7e-05,98.8,2967.0,nan,4600.0,38183.0,5.0,240.0,47.0,21.0,29.0,36.0,nan,1.713913325
72.0,182.0,10.0,12.0,2.0,6.0,701.0,704.0,0.00021,98.8,2934.0,2832.0,4860.0,37380.0,6.0,166.0,50.0,21.0,28.0,36.0,nan,1.713913325
33.0,116.0,16.0,31.0,2.0,6.0,530.0,547.0,0.00123,95.4,240.0,nan,nan,36865.0,6.0,110.0,21.0,17.0,121.0,36.0,nan,1.70344135
33.0,116.0,16.0,31.0,2.0,6.0,508.0,514.0,0.00044,94.8,350.0,nan,800.0,38832.0,10.0,110.0,21.0,17.0,121.0,36.0,nan,1.699950691
34.0,242.0,0.0,44.0,0.0,nan,306.0,1313.0,0.07013,101.08,nan,1.0,nan,40952.0,1.0,204.0,22.0,3.0,132.0,24.0,nan,1.212654764
17.0,329.0,0.0,44.0,2.0,6.0,658.0,671.0,0.0009199999999999999,98.03,1.0,nan,nan,41401.0,1.0,268.0,8.0,3.0,132.0,24.0,nan,1.712691595
62.0,77.0,5.0,4.0,1.0,nan,35761.0,35810.0,0.00058,1436.06,3535.0,1900.0,9000.0,36901.0,15.0,9.0,9.0,3.0,1.0,6.0,0.734434549,0.000349066
42.0,78.0,5.0,4.0,1.0,nan,35776.0,35796.0,0.00023999999999999998,1436.09,4167.0,1729.0,12000.0,36828.0,18.0,9.0,9.0,3.0,5.0,6.0,0.786096295,0.0
42.0,86.0,5.0,4.0,1.0,nan,35781.0,35822.0,0.00049,1436.09,5900.0,nan,nan,39906.0,15.0,8.0,9.0,0.0,98.0,14.0,0.174532925,0.000523599
42.0,86.0,5.0,4.0,1.0,nan,35768.0,35805.0,0.00044,1436.1,2700.0,1550.0,5100.0,37496.0,15.0,13.0,22.0,3.0,9.0,6.0,-0.21694442600000002,0.001919862
42.0,86.0,5.0,4.0,1.0,nan,35779.0,35795.0,0.00018999999999999998,1436.12,5400.0,nan,nan,40823.0,nan,250.0,9.0,23.0,64.0,8.0,0.27925268,0.003490659
42.0,86.0,5.0,4.0,1.0,nan,35762.0,35810.0,0.00057,1436.1,2885.0,1310.0,6000.0,35853.0,14.0,149.0,12.0,3.0,1.0,6.0,-0.125489173,0.000349066
42.0,86.0,5.0,4.0,1.0,nan,35754.0,35817.0,0.00075,1436.06,2500.0,nan,5600.0,36633.0,nan,10.0,11.0,0.0,97.0,6.0,0.627620399,0.00122173
42.0,86.0,5.0,4.0,1.0,nan,35772.0,35799.0,0.00032,1436.1,5000.0,nan,13000.0,38715.0,16.0,8.0,10.0,0.0,98.0,6.0,3.0030135110000002,0.000174533
42.0,86.0,5.0,4.0,1.0,nan,35770.0,35802.0,0.00037999999999999997,1436.09,2490.0,1380.0,5800.0,36262.0,12.0,9.0,9.0,3.0,1.0,6.0,0.837758041,0.00122173
42.0,87.0,5.0,4.0,1.0,nan,35725.0,35767.0,0.0005,1434.03,nan,nan,nan,41515.0,15.0,223.0,47.0,3.0,8.0,31.0,0.445058959,0.0013962629999999998
42.0,86.0,5.0,4.0,1.0,nan,35780.0,35790.0,0.00011999999999999999,1436.04,3170.0,1900.0,5900.0,37580.0,12.0,9.0,9.0,1.0,14.0,6.0,0.445058959,0.000349066
42.0,86.0,5.0,4.0,1.0,nan,35788.0,35794.0,7e-05,1436.1,2950.0,1375.0,5900.0,36958.0,12.0,9.0,9.0,3.0,7.0,6.0,0.498466034,0.00122173
42.0,86.0,5.0,4.0,1.0,nan,35781.0,35790.0,0.00011,1436.06,1525.0,1300.0,1600.0,37891.0,10.0,31.0,47.0,3.0,7.0,6.0,0.578402114,0.000872665
42.0,86.0,5.0,4.0,1.0,nan,35766.0,35806.0,0.00047000000000000004,1436.08,3190.0,1380.0,6000.0,36670.0,12.0,9.0,9.0,1.0,17.0,6.0,0.629889327,0.00122173
42.0,86.0,5.0,4.0,1.0,nan,35786.0,35787.0,1e-05,1436.09,5600.0,nan,13200.0,40141.0,15.0,250.0,9.0,0.0,24.0,24.0,0.628318531,0.00122173
42.0,89.0,5.0,4.0,1.0,nan,35778.0,35793.0,0.00018,1436.08,2200.0,nan,nan,39233.0,8.0,53.0,5.0,23.0,63.0,6.0,0.027925268,0.000174533
42.0,86.0,5.0,4.0,1.0,nan,35766.0,35806.0,0.00047000000000000004,1436.07,4892.0,2240.0,11000.0,39855.0,15.0,70.0,9.0,3.0,8.0,24.0,-0.00122173,0.001047198
42.0,86.0,5.0,4.0,1.0,nan,35784.0,35794.0,0.00011999999999999999,1436.21,5404.0,nan,nan,41408.0,15.0,250.0,9.0,0.0,98.0,31.0,0.052359878,0.000523599
42.0,86.0,5.0,4.0,1.0,nan,35757.0,35815.0,0.0006900000000000001,1436.07,2915.0,1700.0,nan,35390.0,14.0,149.0,12.0,1.0,29.0,6.0,0.158475896,0.0013962629999999998
42.0,88.0,5.0,4.0,1.0,nan,35777.0,35797.0,0.00023999999999999998,1436.12,5102.0,2060.0,nan,41223.0,15.0,250.0,22.0,3.0,8.0,24.0,0.837758041,0.001570796
42.0,86.0,5.0,4.0,1.0,nan,35769.0,35805.0,0.00043,1436.08,4050.0,1805.0,11000.0,37442.0,15.0,9.0,9.0,3.0,7.0,6.0,-0.086044732,0.000698132
42.0,85.0,5.0,4.0,1.0,nan,35774.0,35799.0,0.0003,1436.09,4600.0,nan,12000.0,40810.0,15.0,20.0,9.0,15.0,138.0,8.0,-0.122173048,0.001047198
42.0,86.0,5.0,4.0,1.0,nan,35780.0,35800.0,0.00023999999999999998,1436.28,5250.0,nan,nan,41246.0,15.0,70.0,9.0,15.0,138.0,24.0,1.2217304759999998,0.001047198
42.0,86.0,5.0,4.0,1.0,nan,35769.0,35802.0,0.00039,1436.07,4300.0,2000.0,nan,38061.0,15.0,20.0,9.0,0.0,98.0,6.0,0.123220245,0.001047198
42.0,86.0,5.0,4.0,1.0,nan,35766.0,35806.0,0.00047000000000000004,1436.1,3150.0,1368.0,7400.0,37159.0,15.0,9.0,9.0,3.0,1.0,6.0,-0.141197136,0.001047198
42.0,86.0,5.0,4.0,1.0,nan,35775.0,35799.0,0.00028,1436.1,4100.0,1740.0,10000.0,38787.0,15.0,8.0,9.0,3.0,7.0,6.0,-0.523773309,0.00122173
42.0,86.0,5.0,4.0,1.0,nan,35756.0,35815.0,0.0007,1436.06,3800.0,1900.0,9000.0,37496.0,12.0,9.0,9.0,1.0,19.0,6.0,0.13962634,0.001570796
42.0,86.0,5.0,4.0,1.0,nan,35759.0,35812.0,0.00063,1436.06,4900.0,nan,14000.0,38933.0,15.0,72.0,13.0,0.0,99.0,6.0,0.228289066,0.000349066
42.0,86.0,5.0,4.0,1.0,nan,35786.0,35787.0,1e-05,1436.09,4880.0,2338.0,14500.0,39802.0,15.0,70.0,9.0,3.0,7.0,6.0,0.01727876,0.001047198
42.0,86.0,5.0,4.0,1.0,nan,35714.0,35856.0,0.00168,1436.01,6150.0,3200.0,11000.0,40538.0,15.0,70.0,13.0,0.0,95.0,24.0,0.157079633,0.002268928
9.0,345.0,5.0,22.0,2.0,6.0,806.0,821.0,0.0010400000000000001,101.2,100.0,nan,nan,41112.0,nan,232.0,52.0,0.0,111.0,36.0,nan,1.7278759590000001
