Country_of_Operator,Operator_Owner,Users,Purpose,Class_of_Orbit,Type_of_Orbit,Perigee_km,Apogee_km,Eccentricity,Period_minutes,Launch_Mass_kg,Dry_Mass_kg,Power_watts,Date_of_Launch,Anticipated_Lifetime,Contractor,Country_of_Contractor,Launch_Site,Launch_Vehicle,Source_Used_for_Orbital_Data,longitude_radians_of_geo,Inclination_radians
49.0,256.0,5.0,4.0,1.0,nan,35781.0,35790.0,0.00011,1436.06,2600.0,nan,6000.0,37983.0,12.0,173.0,34.0,0.0,97.0,6.0,0.925722635,0.000349066
48.0,255.0,5.0,4.0,1.0,nan,35783.0,35790.0,8e-05,1436.11,2600.0,nan,2500.0,36597.0,10.0,173.0,33.0,0.0,97.0,6.0,1.7941984709999999,0.047996554000000004
48.0,255.0,5.0,4.0,1.0,nan,35774.0,35798.0,0.00028,1436.1,2600.0,nan,6000.0,37417.0,0.5,173.0,33.0,0.0,97.0,6.0,0.243822497,0.000349066
48.0,255.0,5.0,4.0,1.0,nan,35785.0,35788.0,4e-05,1436.1,2542.0,nan,6000.0,38440.0,12.0,173.0,34.0,0.0,97.0,6.0,1.396787,0.000698132
48.0,255.0,5.0,4.0,1.0,nan,35777.0,35795.0,0.00021,1436.1,2600.0,nan,4200.0,38527.0,12.0,173.0,34.0,0.0,97.0,6.0,2.4464280130000002,0.001570796
48.0,255.0,5.0,4.0,1.0,nan,35782.0,35791.0,0.00011,1436.1,2600.0,nan,nan,39475.0,12.0,174.0,34.0,0.0,98.0,6.0,1.684766327,0.000872665
48.0,255.0,5.0,4.0,1.0,nan,35987.0,35995.0,9e-05,1446.57,2532.0,nan,nan,39855.0,12.0,174.0,34.0,0.0,98.0,24.0,-0.19198621800000001,0.001919862
48.0,255.0,5.0,4.0,1.0,nan,35420.0,35940.0,0.00618,1430.6,3400.0,nan,nan,41634.0,15.0,196.0,33.0,0.0,98.0,24.0,2.443460953,0.0013962629999999998
65.0,313.0,3.0,44.0,2.0,nan,538.0,540.0,0.00014,95.4,46.0,nan,nan,39150.0,nan,259.0,47.0,1.0,19.0,36.0,nan,0.617846555
65.0,330.0,0.0,44.0,2.0,6.0,627.0,654.0,0.00193,97.54,55.0,nan,nan,40502.0,nan,269.0,47.0,7.0,75.0,24.0,nan,1.256113463
11.0,48.0,10.0,44.0,2.0,nan,488.0,500.0,0.0008699999999999999,94.49,nan,nan,nan,41233.0,nan,nan,5.0,18.0,58.0,31.0,nan,1.6990780269999999
11.0,48.0,10.0,44.0,2.0,nan,488.0,500.0,0.0008699999999999999,94.49,nan,nan,nan,41233.0,nan,nan,5.0,18.0,58.0,31.0,nan,1.6990780269999999
11.0,44.0,10.0,16.0,1.0,nan,35777.0,35791.0,0.00016999999999999999,1436.0,1390.0,620.0,nan,39059.0,3.0,49.0,5.0,23.0,63.0,6.0,1.509884336,0.013439035
11.0,44.0,10.0,16.0,1.0,nan,35767.0,35803.0,0.00043,1436.04,1390.0,620.0,nan,39805.0,3.0,216.0,5.0,23.0,63.0,6.0,2.157052423,0.045553092999999996
11.0,44.0,10.0,16.0,1.0,nan,35760.0,35816.0,0.00066,1436.19,1390.0,620.0,nan,40920.0,3.0,216.0,5.0,23.0,63.0,13.0,1.832595715,0.038222711
11.0,44.0,10.0,16.0,2.0,6.0,820.0,835.0,0.0010400000000000001,101.5,2300.0,nan,nan,39595.0,nan,216.0,5.0,18.0,67.0,36.0,nan,1.720894642
11.0,44.0,10.0,16.0,2.0,6.0,827.0,828.0,7e-05,101.5,2300.0,nan,nan,40486.0,nan,216.0,5.0,18.0,67.0,36.0,nan,1.7243853009999999
11.0,44.0,10.0,16.0,2.0,nan,827.0,828.0,7e-05,101.45,2300.0,nan,nan,41540.0,nan,216.0,5.0,18.0,67.0,31.0,nan,1.7245598340000001
65.0,191.0,10.0,1.0,2.0,nan,537.0,556.0,0.00137,95.6,4303.0,nan,nan,39610.0,nan,76.0,47.0,1.0,29.0,36.0,nan,0.44680428899999997
65.0,212.0,15.0,30.0,2.0,nan,1101.0,1107.0,0.0004,107.35,nan,nan,nan,40442.0,nan,183.0,47.0,21.0,19.0,24.0,nan,2.146580447
65.0,212.0,15.0,30.0,2.0,nan,1068.0,1107.0,0.0026100000000000003,107.0,nan,nan,nan,41002.0,nan,183.0,47.0,21.0,33.0,nan,nan,2.14675498
65.0,212.0,15.0,30.0,2.0,nan,1066.0,1081.0,0.00101,106.7,nan,nan,nan,41614.0,nan,183.0,47.0,21.0,19.0,33.0,nan,2.14675498
65.0,91.0,2.0,41.0,2.0,nan,443.0,886.0,0.03149,98.0,2.0,nan,nan,41614.0,3.0,159.0,47.0,21.0,19.0,31.0,nan,2.09963109
65.0,91.0,2.0,41.0,2.0,nan,443.0,886.0,0.03149,98.0,2.0,nan,nan,41614.0,3.0,159.0,47.0,21.0,19.0,31.0,nan,2.09963109
65.0,196.0,11.0,16.0,2.0,nan,500.0,506.0,0.00044,94.68,3.0,nan,nan,41597.0,1.0,184.0,47.0,22.0,74.0,31.0,nan,0.70703288
65.0,320.0,15.0,4.0,1.0,nan,35745.0,35829.0,0.001,1436.13,2310.0,1884.0,nan,32776.0,5.0,245.0,47.0,1.0,21.0,9.0,-0.257261532,0.156556034
58.0,219.0,13.0,31.0,2.0,6.0,890.0,893.0,0.00021,102.8,764.0,631.0,600.0,38128.0,5.0,21.0,14.0,21.0,124.0,36.0,nan,1.7278759590000001
65.0,162.0,10.0,12.0,2.0,2.0,790.0,823.0,0.0023,101.0,215.0,41.0,55.0,35671.0,3.0,142.0,47.0,21.0,93.0,36.0,nan,1.2217304759999998
43.0,1.0,0.0,4.0,2.0,nan,594.0,683.0,0.00635,97.4,1.0,nan,nan,41599.0,nan,0.0,46.0,2.0,39.0,31.0,nan,1.7069320080000001
65.0,238.0,5.0,4.0,1.0,nan,35785.0,35795.0,0.00011999999999999999,1436.11,4488.0,2775.0,10400.0,36181.0,14.0,31.0,47.0,3.0,1.0,nan,-0.968657735,0.000872665
65.0,238.0,5.0,4.0,1.0,nan,35775.0,35796.0,0.00025,1436.07,1760.0,800.0,nan,37720.0,15.0,200.0,47.0,3.0,7.0,6.0,-2.145009651,0.000872665
71.0,239.0,5.0,4.0,1.0,nan,35781.0,35790.0,0.00011,1436.07,4060.0,2630.0,8600.0,37895.0,15.0,31.0,47.0,15.0,137.0,6.0,-2.216044551,0.000174533
65.0,238.0,5.0,4.0,1.0,nan,35776.0,35795.0,0.00022999999999999998,1436.07,2086.0,nan,4700.0,38577.0,15.0,200.0,47.0,0.0,111.0,6.0,-2.180963433,0.000174533
65.0,238.0,5.0,4.0,1.0,nan,35776.0,35795.0,0.00022999999999999998,1436.07,2033.0,nan,4700.0,38638.0,15.0,200.0,47.0,3.0,7.0,6.0,-2.320764306,0.001047198
65.0,238.0,5.0,4.0,1.0,nan,35775.0,35798.0,0.00027,1436.1,4640.0,nan,10000.0,38886.0,15.0,223.0,47.0,15.0,138.0,6.0,-1.728225025,0.000174533
65.0,133.0,5.0,4.0,1.0,nan,35774.0,35799.0,0.0003,1436.1,4100.0,nan,9500.0,39206.0,15.0,250.0,10.0,3.0,8.0,6.0,-1.588424152,0.000349066
65.0,133.0,5.0,4.0,1.0,nan,35774.0,35798.0,0.00028,1436.1,4642.0,nan,nan,39589.0,15.0,223.0,47.0,15.0,138.0,6.0,-2.147104046,0.000349066
65.0,133.0,5.0,4.0,1.0,nan,35776.0,35796.0,0.00023999999999999998,1436.1,4690.0,nan,nan,39715.0,15.0,223.0,47.0,15.0,138.0,6.0,-1.694365638,0.000872665
65.0,133.0,5.0,4.0,1.0,nan,35771.0,35801.0,0.00036,1436.08,3515.0,nan,nan,35574.0,13.0,223.0,47.0,0.0,97.0,6.0,-1.624727001,0.000523599
65.0,133.0,5.0,4.0,1.0,nan,35778.0,35795.0,0.0002,1436.11,3765.0,1469.0,8100.0,36206.0,13.0,223.0,47.0,0.0,97.0,6.0,-1.6233307369999999,0.000174533
65.0,133.0,5.0,4.0,1.0,nan,35776.0,35794.0,0.00021,1436.06,3790.0,1537.0,nan,36428.0,13.0,223.0,47.0,3.0,5.0,6.0,-2.250253005,0.0
65.0,133.0,5.0,4.0,1.0,nan,35775.0,35798.0,0.00027,1436.1,5493.0,nan,16000.0,38526.0,13.0,223.0,47.0,15.0,138.0,6.0,-1.552644903,0.000174533
65.0,238.0,5.0,4.0,1.0,nan,35784.0,35788.0,5e-05,1436.11,4860.0,2873.0,18000.0,37422.0,15.0,31.0,47.0,15.0,138.0,6.0,-1.658411855,0.000174533
13.0,79.0,9.0,28.0,3.0,nan,23242.0,23307.0,0.0011,846.98,700.0,nan,1420.0,40837.0,12.0,22.0,16.0,3.0,111.0,24.0,nan,0.954171502
13.0,79.0,5.0,28.0,3.0,nan,23240.0,23306.0,0.0011099999999999999,846.88,700.0,nan,1420.0,40837.0,12.0,22.0,16.0,3.0,111.0,24.0,nan,0.954346035
13.0,79.0,5.0,28.0,3.0,nan,23214.0,23233.0,0.00032,844.76,700.0,nan,1420.0,41194.0,12.0,70.0,16.0,3.0,111.0,24.0,nan,0.965865208
13.0,79.0,5.0,28.0,3.0,nan,23217.0,23227.0,0.00016999999999999999,844.69,700.0,nan,1420.0,41194.0,12.0,70.0,16.0,3.0,111.0,24.0,nan,0.965167076
11.0,273.0,10.0,31.0,2.0,nan,630.0,654.0,0.0017100000000000001,97.56,1000.0,nan,nan,41390.0,0.5,216.0,5.0,5.0,25.0,24.0,nan,1.711644397
48.0,171.0,15.0,4.0,1.0,nan,35782.0,35790.0,9e-05,1436.1,5000.0,nan,nan,40806.0,nan,93.0,33.0,0.0,98.0,8.0,1.3945180719999999,0.001570796
30.0,15.0,5.0,4.0,1.0,nan,35774.0,35801.0,0.00032,1436.16,4291.0,2500.0,14000.0,36568.0,12.0,137.0,47.0,0.0,95.0,6.0,2.147278579,0.021293017
12.0,104.0,5.0,44.0,2.0,6.0,593.0,819.0,0.015969999999999998,98.9,3.0,nan,nan,41599.0,nan,79.0,7.0,2.0,39.0,31.0,nan,1.705186679
65.0,23.0,5.0,44.0,2.0,nan,522.0,569.0,0.0034,95.6,1360.0,nan,nan,38910.0,5.0,27.0,47.0,2.0,39.0,36.0,nan,1.125737368
65.0,23.0,5.0,44.0,2.0,nan,508.0,586.0,0.00564,95.6,1360.0,nan,nan,39261.0,5.0,27.0,47.0,24.0,39.0,36.0,nan,1.125737368
65.0,95.0,7.0,31.0,2.0,6.0,671.0,686.0,0.00106,98.3,1955.0,nan,nan,39697.0,7.0,76.0,47.0,21.0,29.0,36.0,nan,1.712167996
42.0,130.0,10.0,40.0,0.0,1.0,3905.0,104552.0,0.83044,2474.83,980.0,nan,273.0,33809.0,nan,165.0,47.0,1.0,29.0,22.0,nan,0.38920842299999997
71.0,145.0,10.0,16.0,2.0,6.0,701.0,704.0,0.00021,98.8,1900.0,nan,4.05,41046.0,5.0,113.0,24.0,19.0,49.0,36.0,nan,1.713913325
65.0,101.0,5.0,4.0,2.0,2.0,1407.0,1412.0,0.00032,114.0,450.0,350.0,1500.0,35840.0,10.0,223.0,47.0,1.0,37.0,36.0,nan,0.9075712109999999
65.0,101.0,5.0,4.0,2.0,2.0,1413.0,1415.0,0.00013000000000000002,114.1,450.0,350.0,1500.0,35909.0,10.0,223.0,47.0,1.0,37.0,36.0,nan,0.9075712109999999
65.0,101.0,5.0,4.0,2.0,2.0,1406.0,1422.0,0.00103,114.1,450.0,350.0,1500.0,36200.0,10.0,223.0,47.0,0.0,110.0,36.0,nan,0.9075712109999999
65.0,101.0,5.0,4.0,2.0,2.0,1412.0,1415.0,0.00018999999999999998,114.1,450.0,350.0,1500.0,36321.0,10.0,223.0,47.0,1.0,37.0,36.0,nan,0.9075712109999999
65.0,101.0,5.0,4.0,2.0,2.0,1412.0,1415.0,0.00018999999999999998,114.1,450.0,350.0,1500.0,36389.0,10.0,223.0,47.0,1.0,37.0,36.0,nan,0.9075712109999999
65.0,101.0,5.0,4.0,2.0,2.0,1412.0,1416.0,0.00026000000000000003,114.1,450.0,350.0,1500.0,36366.0,10.0,223.0,47.0,1.0,37.0,36.0,nan,0.9075712109999999
65.0,101.0,5.0,4.0,2.0,2.0,900.0,1413.0,0.03408,114.1,450.0,350.0,1500.0,36486.0,10.0,223.0,47.0,0.0,110.0,36.0,nan,0.9075712109999999
65.0,101.0,5.0,4.0,2.0,2.0,1477.0,1478.0,5.9999999999999995e-05,114.1,450.0,350.0,1500.0,36451.0,10.0,223.0,47.0,0.0,110.0,36.0,nan,0.9075712109999999
65.0,101.0,5.0,4.0,2.0,2.0,1411.0,1417.0,0.00039,114.1,450.0,350.0,1500.0,36234.0,10.0,223.0,47.0,0.0,110.0,36.0,nan,0.9075712109999999
65.0,101.0,5.0,4.0,2.0,2.0,1411.0,1416.0,0.00032,114.1,450.0,350.0,1500.0,36486.0,10.0,223.0,47.0,0.0,110.0,36.0,nan,0.9075712109999999
65.0,101.0,5.0,4.0,2.0,2.0,1415.0,1416.0,5.9999999999999995e-05,114.1,450.0,350.0,1500.0,36200.0,10.0,223.0,47.0,0.0,110.0,36.0,nan,0.9075712109999999
65.0,101.0,5.0,4.0,2.0,2.0,1412.0,1415.0,0.00018999999999999998,114.1,450.0,350.0,1500.0,36321.0,10.0,223.0,47.0,1.0,37.0,36.0,nan,0.9075712109999999
65.0,101.0,5.0,4.0,2.0,2.0,1413.0,1414.0,5.9999999999999995e-05,114.1,450.0,350.0,1500.0,36451.0,10.0,223.0,47.0,0.0,110.0,36.0,nan,0.9075712109999999
65.0,101.0,5.0,4.0,2.0,2.0,1413.0,1415.0,0.00013000000000000002,114.1,450.0,350.0,1500.0,36451.0,10.0,223.0,47.0,0.0,110.0,36.0,nan,0.9075712109999999
65.0,101.0,5.0,4.0,2.0,2.0,1413.0,1414.0,5.9999999999999995e-05,114.1,450.0,350.0,1500.0,36564.0,10.0,223.0,47.0,1.0,37.0,36.0,nan,0.9075712109999999
65.0,101.0,5.0,4.0,2.0,2.0,1411.0,1416.0,0.00032,114.1,450.0,350.0,1500.0,39231.0,10.0,224.0,49.0,0.0,111.0,36.0,nan,0.9075712109999999
65.0,101.0,5.0,4.0,2.0,2.0,1412.0,1415.0,0.00018999999999999998,114.1,450.0,350.0,1500.0,39375.0,10.0,224.0,49.0,0.0,111.0,36.0,nan,0.9075712109999999
65.0,101.0,5.0,4.0,2.0,2.0,1413.0,1414.0,5.9999999999999995e-05,114.1,450.0,350.0,1500.0,39375.0,10.0,224.0,49.0,0.0,111.0,36.0,nan,0.9075712109999999
65.0,101.0,5.0,4.0,2.0,2.0,1411.0,1414.0,0.00018999999999999998,114.0,450.0,350.0,1500.0,39375.0,10.0,224.0,49.0,0.0,111.0,36.0,nan,0.9075712109999999
65.0,101.0,5.0,4.0,2.0,2.0,1411.0,1416.0,0.00032,114.1,450.0,350.0,1500.0,39231.0,10.0,224.0,49.0,0.0,111.0,36.0,nan,0.9075712109999999
65.0,101.0,5.0,4.0,2.0,2.0,1412.0,1415.0,0.00018999999999999998,114.1,450.0,350.0,1500.0,39375.0,10.0,224.0,49.0,0.0,111.0,36.0,nan,0.9075712109999999
65.0,101.0,5.0,4.0,2.0,2.0,1412.0,1415.0,0.00018999999999999998,114.1,450.0,350.0,1500.0,39231.0,10.0,224.0,49.0,0.0,111.0,36.0,nan,0.9075712109999999
65.0,101.0,5.0,4.0,2.0,2.0,1412.0,1416.0,0.00026000000000000003,114.1,450.0,350.0,1500.0,39231.0,10.0,224.0,49.0,0.0,111.0,36.0,nan,0.9075712109999999
65.0,101.0,5.0,4.0,2.0,2.0,1413.0,1414.0,5.9999999999999995e-05,114.1,700.0,nan,1700.0,40470.0,15.0,250.0,22.0,0.0,111.0,36.0,nan,0.9075712109999999
65.0,101.0,5.0,4.0,2.0,2.0,1413.0,1415.0,0.00013000000000000002,114.1,700.0,nan,1700.0,40470.0,15.0,250.0,22.0,0.0,111.0,36.0,nan,0.9075712109999999
65.0,101.0,5.0,4.0,2.0,2.0,1413.0,1415.0,0.00013000000000000002,114.1,700.0,nan,1700.0,40470.0,15.0,250.0,22.0,0.0,111.0,36.0,nan,0.9075712109999999
65.0,101.0,5.0,4.0,2.0,2.0,1412.0,1415.0,0.00018999999999999998,114.1,700.0,nan,1700.0,40470.0,15.0,250.0,22.0,0.0,111.0,36.0,nan,0.9075712109999999
65.0,101.0,5.0,4.0,2.0,2.0,1413.0,1414.0,5.9999999999999995e-05,114.1,700.0,nan,1700.0,40470.0,15.0,250.0,22.0,0.0,111.0,36.0,nan,0.9075712109999999
65.0,101.0,5.0,4.0,2.0,2.0,1412.0,1415.0,0.00018999999999999998,114.08,700.0,nan,1700.0,41311.0,15.0,250.0,22.0,0.0,106.0,24.0,nan,0.907396678
65.0,101.0,5.0,4.0,2.0,2.0,1413.0,1414.0,5.9999999999999995e-05,114.1,700.0,nan,1700.0,40470.0,15.0,250.0,22.0,0.0,111.0,36.0,nan,0.9075712109999999
65.0,101.0,5.0,4.0,2.0,2.0,1413.0,1414.0,5.9999999999999995e-05,114.1,700.0,nan,1700.0,40905.0,15.0,250.0,22.0,0.0,106.0,36.0,nan,0.9075712109999999
65.0,101.0,5.0,4.0,2.0,2.0,1412.0,1415.0,0.00018999999999999998,114.1,700.0,nan,1700.0,40737.0,15.0,250.0,22.0,0.0,105.0,36.0,nan,0.9075712109999999
65.0,101.0,5.0,4.0,2.0,2.0,1413.0,1414.0,5.9999999999999995e-05,114.1,700.0,nan,1700.0,40905.0,15.0,250.0,22.0,0.0,106.0,36.0,nan,0.9075712109999999
65.0,101.0,5.0,4.0,2.0,2.0,1413.0,1414.0,5.9999999999999995e-05,114.1,700.0,nan,1700.0,40737.0,15.0,250.0,22.0,0.0,105.0,36.0,nan,0.9075712109999999
65.0,101.0,5.0,4.0,2.0,2.0,1413.0,1414.0,5.9999999999999995e-05,114.1,700.0,nan,1700.0,40905.0,15.0,250.0,22.0,0.0,106.0,36.0,nan,0.9075712109999999
65.0,101.0,5.0,4.0,2.0,2.0,1413.0,1415.0,0.00013000000000000002,114.1,700.0,nan,1700.0,40737.0,15.0,250.0,22.0,0.0,105.0,36.0,nan,0.9075712109999999
65.0,101.0,5.0,4.0,2.0,2.0,1413.0,1414.0,5.9999999999999995e-05,114.1,700.0,nan,1700.0,40905.0,15.0,250.0,22.0,0.0,106.0,36.0,nan,0.9075712109999999
65.0,101.0,5.0,4.0,2.0,2.0,1412.0,1415.0,0.00018999999999999998,114.1,700.0,nan,1700.0,40737.0,15.0,250.0,22.0,0.0,105.0,36.0,nan,0.9075712109999999
65.0,101.0,5.0,4.0,2.0,2.0,1459.0,1739.0,0.01757,118.2,700.0,nan,1700.0,40737.0,15.0,250.0,22.0,0.0,105.0,36.0,nan,1.291543646
65.0,101.0,5.0,4.0,2.0,2.0,1413.0,1414.0,5.9999999999999995e-05,114.1,700.0,nan,1700.0,40905.0,15.0,250.0,22.0,0.0,106.0,36.0,nan,0.9075712109999999
65.0,101.0,5.0,4.0,2.0,2.0,1413.0,1415.0,0.00013000000000000002,114.1,700.0,nan,1700.0,40737.0,15.0,250.0,22.0,0.0,105.0,36.0,nan,0.9075712109999999
65.0,101.0,5.0,4.0,2.0,2.0,1413.0,1414.0,5.9999999999999995e-05,114.1,700.0,nan,1700.0,40905.0,15.0,250.0,22.0,0.0,106.0,36.0,nan,0.9075712109999999
65.0,101.0,5.0,4.0,2.0,2.0,1360.0,1400.0,0.0025800000000000003,113.35,700.0,nan,1700.0,41311.0,15.0,250.0,22.0,0.0,106.0,24.0,nan,0.907222145
65.0,101.0,5.0,4.0,2.0,2.0,915.0,927.0,0.00082,103.44,700.0,nan,1700.0,41311.0,15.0,250.0,22.0,0.0,106.0,24.0,nan,0.9077457440000001
65.0,101.0,5.0,4.0,2.0,2.0,1409.0,1418.0,0.00058,114.08,700.0,nan,1700.0,41311.0,15.0,250.0,22.0,0.0,106.0,24.0,nan,0.907222145
65.0,101.0,5.0,4.0,2.0,2.0,918.0,928.0,0.0006900000000000001,103.48,700.0,nan,1700.0,41311.0,15.0,250.0,22.0,0.0,106.0,24.0,nan,0.9077457440000001
65.0,101.0,5.0,4.0,2.0,2.0,1370.0,1391.0,0.00135,113.96,700.0,nan,1700.0,41311.0,15.0,250.0,22.0,0.0,106.0,24.0,nan,0.9077457440000001
48.0,171.0,16.0,28.0,3.0,nan,19116.0,19146.0,0.00059,675.78,935.0,nan,1700.0,40600.0,10.0,196.0,33.0,12.0,104.0,24.0,nan,1.130449757
48.0,171.0,16.0,28.0,3.0,nan,19134.0,19141.0,0.00014,676.1,1480.0,nan,1600.0,38347.0,7.0,172.0,33.0,0.0,97.0,3.0,nan,1.130973355
48.0,171.0,16.0,28.0,3.0,nan,19118.0,19125.0,0.00014,675.39,1480.0,nan,1600.0,38711.0,7.0,172.0,33.0,0.0,97.0,24.0,nan,1.130973355
48.0,171.0,16.0,28.0,3.0,nan,19130.0,19130.0,0.0,675.75,1480.0,nan,1600.0,39076.0,7.0,172.0,33.0,0.0,97.0,24.0,nan,1.130973355
48.0,171.0,16.0,28.0,3.0,nan,19130.0,19130.0,0.0,675.75,1480.0,nan,1600.0,39076.0,7.0,172.0,33.0,0.0,97.0,24.0,nan,1.130973355
48.0,171.0,16.0,28.0,3.0,nan,19130.0,19130.0,0.0,675.75,1480.0,nan,1600.0,39076.0,7.0,172.0,33.0,0.0,97.0,24.0,nan,1.130973355
48.0,171.0,16.0,28.0,3.0,nan,19094.0,19171.0,0.00151,675.83,1480.0,nan,1600.0,39381.0,7.0,172.0,33.0,0.0,97.0,nan,nan,1.132718685
48.0,171.0,16.0,28.0,3.0,nan,19124.0,19133.0,0.00018,675.67,1480.0,nan,1600.0,39381.0,7.0,172.0,33.0,0.0,97.0,nan,nan,1.132718685
48.0,171.0,16.0,28.0,3.0,nan,19142.0,19378.0,0.0046,680.91,1480.0,nan,1600.0,39441.0,7.0,172.0,33.0,0.0,98.0,nan,nan,1.1285298940000001
48.0,171.0,16.0,28.0,3.0,nan,18981.0,19126.0,0.00285,672.7,1480.0,nan,1600.0,39441.0,7.0,172.0,33.0,0.0,98.0,nan,nan,1.128355361
48.0,171.0,16.0,28.0,3.0,nan,19147.0,19365.0,0.00425,680.75,1480.0,nan,1600.0,39441.0,7.0,172.0,33.0,0.0,98.0,nan,nan,1.128704427
48.0,171.0,16.0,28.0,3.0,nan,19092.0,19141.0,0.0009599999999999999,675.2,1480.0,nan,1600.0,39716.0,7.0,172.0,33.0,0.0,98.0,24.0,nan,1.130798822
48.0,171.0,16.0,28.0,3.0,nan,19134.0,19145.0,0.00022,676.1,1480.0,nan,1600.0,39716.0,7.0,172.0,33.0,0.0,98.0,24.0,nan,1.130798822
48.0,171.0,16.0,28.0,3.0,nan,19136.0,19141.0,0.0001,676.07,1480.0,nan,1600.0,39716.0,7.0,172.0,33.0,0.0,98.0,24.0,nan,1.131322421
48.0,171.0,16.0,28.0,3.0,nan,19112.0,19142.0,0.00059,675.62,1415.0,nan,1000.0,39807.0,7.0,172.0,33.0,0.0,98.0,25.0,nan,1.1314969540000002
48.0,171.0,16.0,28.0,3.0,nan,18922.0,19135.0,0.00419,671.71,1415.0,nan,1000.0,39807.0,7.0,172.0,33.0,0.0,98.0,25.0,nan,1.130798822
48.0,171.0,16.0,28.0,3.0,nan,19132.0,19419.0,0.0056,681.53,1415.0,nan,1000.0,40161.0,7.0,172.0,33.0,0.0,98.0,24.0,nan,1.1311478879999999
48.0,171.0,16.0,28.0,3.0,nan,19119.0,19146.0,0.00053,675.85,1415.0,nan,1000.0,40238.0,7.0,196.0,33.0,0.0,98.0,24.0,nan,1.130275224
48.0,171.0,16.0,28.0,3.0,nan,19131.0,19133.0,4e-05,675.81,1415.0,nan,1000.0,40238.0,7.0,196.0,33.0,0.0,98.0,24.0,nan,1.130449757
48.0,171.0,16.0,28.0,3.0,nan,18864.0,19130.0,0.00524,670.47,1415.0,nan,1000.0,40161.0,7.0,172.0,33.0,0.0,98.0,24.0,nan,1.130624289
48.0,171.0,16.0,28.0,3.0,nan,19098.0,19129.0,0.00061,675.08,1415.0,nan,1000.0,40161.0,7.0,172.0,33.0,0.0,98.0,24.0,nan,1.130973355
48.0,171.0,16.0,28.0,3.0,nan,19128.0,19135.0,0.00014,675.81,1415.0,nan,1000.0,40238.0,7.0,196.0,33.0,0.0,98.0,24.0,nan,1.130449757
48.0,171.0,16.0,28.0,3.0,nan,18909.0,19123.0,0.00421,671.2,1415.0,nan,1000.0,40423.0,7.0,196.0,33.0,0.0,98.0,24.0,nan,1.131322421
48.0,171.0,16.0,28.0,3.0,nan,19116.0,19380.0,0.00515,680.43,1415.0,nan,1000.0,40423.0,7.0,196.0,33.0,0.0,98.0,24.0,nan,1.131671487
48.0,171.0,16.0,28.0,3.0,nan,19079.0,19175.0,0.0018800000000000002,675.61,1415.0,nan,1000.0,40423.0,7.0,196.0,33.0,0.0,98.0,24.0,nan,1.131671487
48.0,171.0,16.0,28.0,3.0,nan,19126.0,19158.0,0.00063,676.2,1415.0,nan,1000.0,40818.0,10.0,196.0,33.0,12.0,104.0,24.0,nan,1.131322421
48.0,171.0,16.0,28.0,3.0,nan,19142.0,19204.0,0.00121,677.46,1415.0,nan,1000.0,40851.0,10.0,196.0,33.0,0.0,98.0,24.0,nan,1.130973355
48.0,171.0,16.0,28.0,3.0,nan,19150.0,19199.0,0.0009599999999999999,677.5,1415.0,nan,1000.0,40851.0,10.0,196.0,33.0,0.0,98.0,24.0,nan,1.130973355
48.0,171.0,16.0,28.0,3.0,nan,19139.0,19212.0,0.00143,677.54,1415.0,nan,1000.0,40851.0,10.0,196.0,33.0,0.0,98.0,24.0,nan,1.130624289
48.0,171.0,16.0,28.0,3.0,nan,19130.0,19162.0,0.00063,676.38,1415.0,nan,1000.0,40874.0,10.0,196.0,33.0,12.0,104.0,24.0,nan,1.131322421
48.0,171.0,16.0,28.0,3.0,nan,19087.0,19173.0,0.0016899999999999999,675.73,1415.0,nan,1000.0,41390.0,10.0,196.0,33.0,12.0,104.0,24.0,nan,1.130449757
65.0,199.0,10.0,17.0,1.0,nan,35768.0,35801.0,0.00039,1436.0,3200.0,1533.0,2300.0,38861.0,7.0,31.0,47.0,1.0,33.0,6.0,-1.8285814569999999,0.004886922
65.0,199.0,10.0,17.0,1.0,nan,35170.0,35170.0,0.0,1436.0,3200.0,1533.0,2300.0,39991.0,10.0,31.0,47.0,1.0,33.0,24.0,-1.5620696809999999,0.0
65.0,199.0,10.0,17.0,1.0,nan,35786.0,35788.0,2e-05,1436.14,3175.0,2180.0,nan,40241.0,10.0,31.0,47.0,1.0,33.0,11.0,-1.56084795,0.007330383
65.0,326.0,0.0,4.0,1.0,nan,35772.0,35800.0,0.00033,1436.08,627.0,nan,nan,28657.0,7.0,84.0,47.0,1.0,32.0,6.0,-1.770461993,0.249582083
61.0,305.0,15.0,12.0,2.0,6.0,669.0,690.0,0.00149,98.35,409.0,nan,nan,41261.0,5.0,239.0,43.0,5.0,59.0,24.0,nan,1.713215194
48.0,105.0,8.0,4.0,2.0,2.0,1398.0,1415.0,0.00109,113.9,240.0,nan,120.0,35113.0,nan,170.0,33.0,12.0,131.0,36.0,nan,1.4416419619999998
48.0,105.0,7.0,4.0,2.0,2.0,1405.0,1415.0,0.00064,114.0,240.0,nan,120.0,35113.0,nan,170.0,33.0,12.0,131.0,36.0,nan,1.4416419619999998
48.0,105.0,7.0,4.0,2.0,2.0,1408.0,1417.0,0.00058,114.0,240.0,nan,120.0,35113.0,nan,170.0,33.0,12.0,131.0,36.0,nan,1.4416419619999998
